"日期","时间","剩余电量","行驶里程","位置"
"2020年6月17日","18:58","46%","4525","光大安石停车场"
"2020年6月17日","19:24","41%","4543.3","翔殷三村"
"2020年6月18日","8:04","41%","4543.3","翔殷三村"
"2020年6月18日","8:34","35%","4561.9","光大安石停车场"
"2020年6月18日","18:35","83%","4561.9","光大安石停车场"
"2020年6月18日","19:29","75%","4588.9","科投大厦停车场"
"2020年6月18日","21:31","75%","4588.9","科投大厦停车场"
"2020年6月18日","22:13","69%","4608.2","翔殷三村"
"2020年6月19日","8:03","69%","4608.2","翔殷三村"
"2020年6月19日","8:45","63%","4626.9","光大安石停车场"
"2020年6月19日","19:17","91%","4626.9","光大安石停车场"
"2020年6月19日","19:48","86%","4645.4","翔殷三村"
"2020年6月20日","13:37","86%","4645.4","翔殷三村"
"2020年6月20日","13:48","85%","4647.3","硕和国际停车场"
"2020年6月20日","16:55","85%","4647.3","硕和国际停车场"
"2020年6月20日","17:05","85%","4649.2","翔殷三村"
"2020年6月21日","8:16","85%","4649.2","翔殷三村"
"2020年6月21日","9:20","71%","4704.8","连城广场"
"2020年6月21日","14:26","71%","4704.8","连城广场"
"2020年6月21日","16:41","53%","4762.6","翔殷三村"
"2020年6月21日","18:27","53%","4762.6","翔殷三村"
"2020年6月21日","19:03","48%","4785.9","科投大厦停车场"
"2020年6月21日","22:14","48%","4785.9","科投大厦停车场"
"2020年6月21日","22:52","42%","4805.3","翔殷三村"
"2020年6月22日","8:03","42%","4805.3","翔殷三村"
"2020年6月22日","9:06","35%","4823.9","光大安石停车场"
"2020年6月22日","18:22","71%","4823.9","光大安石停车场"
"2020年6月22日","19:01","64%","4850","卢湾体育馆"
"2020年6月22日","21:10","64%","4850","卢湾体育馆"
"2020年6月22日","22:16","57%","4870","翔殷三村"
"2020年6月23日","8:02","57%","4870","翔殷三村"
"2020年6月23日","8:46","51%","4888.7","光大安石停车场"
"2020年6月23日","19:06","48%","4888.7","光大安石停车场"
"2020年6月23日","19:44","41%","4913.4","东体小区"
"2020年6月23日","21:44","41%","4913.4","东体小区"
"2020年6月23日","22:17","38%","4922.6","翔殷三村"
"2020年6月24日","8:03","37%","4922.6","翔殷三村"
"2020年6月24日","8:36","32%","4941.4","光大安石停车场"
"2020年6月25日","2:11","28%","4941.4","光大安石停车场"
"2020年6月25日","2:35","22%","4959.7","翔殷三村"
"2020年6月25日","9:35","22%","4959.7","翔殷三村"
"2020年6月25日","10:04","16%","4978.2","光大安石停车场"
"2020年6月25日","11:36","25%","4978.2","光大安石停车场"
"2020年6月25日","12:00","23%","4981.8","长泰广场停车场"
"2020年6月25日","13:43","23%","4981.8","长泰广场停车场"
"2020年6月25日","14:03","20%","4986.6","光大安石停车场"
"2020年6月25日","18:08","42%","4986.6","光大安石停车场"
"2020年6月25日","18:35","36%","5004.9","翔殷三村"
"2020年6月26日","8:30","36%","5004.9","翔殷三村"
"2020年6月26日","8:53","30%","5023.3","光大安石停车场"
"2020年6月26日","17:17","73%","5023.3","光大安石停车场"
"2020年6月26日","17:55","67%","5047.3","东体小区"
"2020年6月26日","19:49","66%","5047.3","东体小区"
"2020年6月26日","20:22","64%","5055.1","翔殷三村"
"2020年6月27日","13:01","64%","5055.1","翔殷三村"
"2020年6月27日","13:43","57%","5077.4","普陀区红柳路238弄"
"2020年6月27日","15:00","45%","5120.8","翔殷三村"
"2020年6月27日","17:04","45%","5120.8","翔殷三村"
"2020年6月27日","17:32","41%","5134.2","外高桥喜来登酒店"
"2020年6月27日","20:33","41%","5134.2","外高桥喜来登酒店"
"2020年6月27日","21:06","38%","5146.9","翔殷三村"
"2020年6月28日","8:03","37%","5146.9","翔殷三村"
"2020年6月28日","9:04","30%","5165.3","光大安石停车场"
"2020年6月28日","20:38","70%","5165.3","光大安石停车场"
"2020年6月28日","21:02","65%","5183.5","翔殷三村"
"2020年6月29日","7:58","65%","5183.5","翔殷三村"
"2020年6月29日","8:52","58%","5202.1","光大安石停车场"
"2020年6月29日","18:37","56%","5202.1","光大安石停车场"
"2020年6月29日","19:18","48%","5228.1","卢湾体育馆"
"2020年6月29日","21:15","48%","5228.1","卢湾体育馆"
"2020年6月29日","22:03","43%","5247.8","翔殷三村"
"2020年6月30日","8:03","43%","5247.8","翔殷三村"
"2020年6月30日","8:54","36%","5266.4","光大安石停车场"
"2020年6月30日","19:28","36%","5266.4","光大安石停车场"
"2020年6月30日","19:38","36%","5268.1","广兰公园"
"2020年6月30日","20:20","33%","5268.1","广兰公园"
"2020年6月30日","21:03","32%","5270.6","长泰广场停车场"
"2020年6月30日","21:46","32%","5270.6","长泰广场停车场"
"2020年6月30日","22:24","27%","5288","翔殷三村"
